folder,direct_files,descendant_files,authority_surface,canonical_owner,disposition,execution_wave,founder_gate,blocker,rollback,verification,review_state,classification_basis
12_PUBLIC_SITE/paradox/pd-10-is-ought,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-11-free-will-vs-determinism,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-12-measurement-problem,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-13-hard-problem,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-14-mind-body,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-15-problem-of-evil,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-16-meaning-of-life,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-18-the-extraction-paradox,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-19-the-hard-problem-of-consciousness,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-20-philosophical-implications,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-21-problem-of-death,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-22-scientific-implications,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-23-the-completion,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-24-the-third-unveiling,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/paradox/pd-25-bell-local-realism,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/partials,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/plainly,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/practice,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r,0,7,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/0,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/1,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/2,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/3,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/4,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/5,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/r/6,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/read,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/record,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosetta,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosetta-d-series,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad,1,39,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-corpus,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-selection-methodology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-suda-convergent-reciprocal-symmetry,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-suda-value-extraction-deep-synthesis,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-the-seven-ologies-per-the-rosetta,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-the-seven-philosophical-disciplines,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/00-three-non-western-traditions-and-the-l-levels,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/01-alternative-geometries-and-contradicting-traditions,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/02-rows-columns-deepening-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/03-rosetta-dac-operating-system,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/04-deep-rumination-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/05-non-weird-sweep-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/06-structural-pressure-points-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/07-mirror-symmetry-falsification-test-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/08-mirror-test-extension-and-failed-mappings-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/09-failed-mappings-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/10-cell-audit-schema-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/10-indigenous-american-and-tahitian-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/11-cell-audit-seed-l4-center-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/12-mirror-pair-audits-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/13-column-cell-audit-economics-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/14-column-cell-audit-music-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/15-column-cell-audit-neuroscience-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/16-plato-lakota-neuroscience-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/17-cell-audit-psychology-2026-04-25,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/animation-spec,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/failed-mappings-and-testing-queue,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/naming-doctrine,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-civilisational,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-computation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-economics,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-indigenous-american,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-music,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-mythology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-neuroscience,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-operator-pathology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-psychology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/rosettad/rosetta-psychology-research-brief,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred,1,7,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred/00-foreword,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred/00-glossary,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred/00-reconciliation-theorem-packet,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred/00-the-pedagogy-of-becoming,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred/01-symbol-design-and-public-translation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sacred/02-truth-order-and-niche-partition,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/soul-loop,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/sources,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/suda-notes,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/synthesis,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/teleology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/test,3,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/theology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity,1,43,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/00-the-genesis-simulation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/00-the-point,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/00-the-transcendental-trinity-canon,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/01-the-emergence,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/02-the-trinity,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/03-the-closure,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/04-bit-to-qubit,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/05-division-by-zero,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/06-the-cosmological-cycle,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/07-the-discovery-of-finity,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/08-co-emergence,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/09-the-triadic-cascade,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/10-the-soul-loop,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/11-the-helix,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/12-the-poles,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/13-the-wave-packet,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/14-tat-tvam-asi,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/trinity/15-dharma-yuddha,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
