path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-burrisphere,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-complete-ontology-of-reality,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-five-plus-one-constitution,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-generative-table,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-geometric-ontology-of-reality,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-logarithmic-realignment,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-ontology-index,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-reciprocal-public-edition,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/complete-ontology,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/cosmology,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/dasein,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/dimensions,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/docs,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/docs/superpowers,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/docs/superpowers/specs,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/epistemology,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/finity-papers,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/five-plus-one,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/00-correction-wolfram-nks,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/00-kstar-disambiguation,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/00-the-seven-axioms,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/08-efr-power-max-lemma,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/09-efr-godel-clarification,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/10-efr-mu-limit-formula,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/11-efr-triadic-stability,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/12-efr-extraction-coefficient,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/13-efr-two-sacrifices,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/14-efr-epistemology-triad,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/15-efr-wolfram-nks-integration,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/16-efr-transcendentals,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/17-efr-ontology-complete,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/18-efr-methodology-complete,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/19-efr-geometric-exclusion,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/20-efr-operators-on-complex-plane,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/21-triadic-stability-correspondence,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/22-power-max-demonstration,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/23-dimensional-closure-proof,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/24-geometric-exclusion-convergence,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/25-steel-thread,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/26-the-derivation-axioms,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/27-dimensional-architecture-clarification,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/28-efr-hygiene-boundary-theorem,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/29-primitives-and-type-signatures,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/30-operational-definitions,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/31-falsifiers-index,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/32-theorem-upgrade-protocol,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/33-nash-equilibrium-eta-zero,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/34-d4-d5-canonical-reference,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/35-phi-meter-v1-spec,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/36-runtime-lens-v1-spec,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/37-adoption-lens-v1-spec,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/38-quantum-foundations-confirmation-boundary,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/39-suda-cross-validation-protocols,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/40-the-logarithmic-realignment,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/41-unified-dimensional-derivation,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/foundations,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/foundations/commandment-vs-geometry,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/foundations/i-is-the-equator,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
